Title,Location,Company,Salary,Sponsored,Description
Data Scientist,"Bengaluru, Karnataka",Magicbricks,0,Organic,"We are looking for a Data Scientist with experience of 3-6 years that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in building data science solutions using machine learning algorithms, doing statistical analysis, and building high quality prediction systems integrated with our products.

Responsibilities:
Identifying the key problem in the system and proposing a solution
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods
Identify third party data that can be used to enhance the information gained
Processing, cleansing, and verifying the integrity of data used for analysis
Building unsupervised and supervised learning algorithms on existing data such that systems should be proactive in nature


Skills and Qualifications
3-6 years of experience with post graduate/Phd degree in mathematics, statistics, IT or Computer science from IIT/IIIT/NIT/recognized universities
Excellent understanding of machine learning techniques and algorithms, such as Random Forest, Regression, XG Boost, k-NN, Naive Bayes, SVM, Decision Forests, etc.
Experience with common data science toolkits, such as R, Python, Octave, Java. Excellence in at least one of these is a must.
Great communication skills
Proficiency in SQL is must.
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase will be good to have.
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Data-oriented personality
To apply on this job, email your resume at alka.dhingra@magicbricks.com"
Data Science Engineer,"Bengaluru, Karnataka",IntelliPredikt Technologies,0,Organic,"You can send your CV to careers@intellipredikt.com

Job_ID : IPTB_PE_102
Job Title: Data Science Engineer
Status: OPEN
Job Description: Data scientist is responsible for data exploration, machine learning, IP generation, anomaly detection/ prediction and data visualization of massive dataset using common tools.
Qualification: MS or PhD in Data Analytics areas
Experience: 1 to 5 years of experience in data analytic's for anomaly detection and prediction"
Sr. Data Scientist,"Noida, Uttar Pradesh",Algo8.ai,"₹1,50,000 - ₹2,00,000 a month",Organic,"Job summary:
We are looking for Senior Data Scientist, versatile and self-driven who can help us build great AI products to address the challenges of industry 4.0. We have a comprehensive ecosystem for building AI research Labs and solving variety of industrial AI problems. Our mission is to create smarter industrial plants by introducing AI in operational technology (AIOT). If you love engineering and machine learning both this job is meant for you.
You will be leading and managing our data science team, plan projects and build analytical models. You will plan the architecture of the product and execute deployments of ML models while working with the engineering team. You will be playing crucial role here in developing core algorithms for the platform and reusable model pipelines, pre-built models and model lifecycle management modules. You will play pivot role in product development.
Devise and utilize algorithms and models to mine big data stores, perform data and error analysis to improve models, and clean and validate data for uniformity and accuracyYou will get global exposure of working with international clients
What's in it for you:
- You will get global exposure of working with international clients
- Chance to work with Top AI minds of the country through our research lab network
- Chance to work with a very dynamic team which is solving new problems every day in the field of industrial AI / AIOT
- Leading and contributing a team of data scientist working on game changing AI first products. Tremendous growth opportunities attached with the same
- See how your code solves actual business problems as we go from development to deployment in weeks
- Rare chance to work on problems combining core engineering principles from mechanical, electrical, chemical, metallurgy, etc. with AI
What you must have :
- 5+ years in Data Science.
- Experience with product companies will be preferred
- Experience with AWS, Linux and Windows environments
- Experience in leading data science team
- Experience in developing and deploying ML/ DL models
- Implemented AI/ DS research papers.
Competencies :
- Initiatives, Learning attitude, long term growth mindset.
- Critical thinking, Strong problem-solving ability to break down problems.
- Knowledge of Python or R, machine learning, deep learning algorithms and tools, SQL and NO SQL databases, Version Control (GitHub/ Gitlab), Flask.
- Knowledge of neural network packages (TensorFlow, PyTorch)Knowledge of data processing and visualization packages (e.g. Pandas, Numpy, scikit-learn, Matplotlib)
- Exceptional multi- management, and leadership skills.
- Can work with cross-functional agile work streams and scale data-driven initiatives.
- Can deal with project uncertainties and evolution and can learn about new unfamiliar problem domain
- Good to have: Cloud Technologies, Big data management tools like Cloudera, Docker based deployments, Spark.
What you'll do :
- Mentoring and guiding Jr. Data science team and providing technical leadership and execution guidance
- Hands-on data science and ML.
- Data management: fetching, storing and managing data
- Ensure data quality and integrity
- Interpret and analyze data problem to breakdown it for finding solutions
- Work with stakeholders within and outside the organization to identify opportunities for leveraging company data to drive business solutions.
- Mine and analyze data to drive optimization and improvement of product development, marketing techniques and business strategies.
- Use predictive modeling to achieve business outcomes while ensuring smooth user experience.
- Coordinate with different functional teams to implement models and monitor outcomes.
- Develop processes and tools to monitor and analyze model performance and data accuracy.
- Identify relevant data sources and sets to mine for client business needs, and collect large structured and unstructured datasets and variables
- Devise and utilize algorithms and models to mine big data stores, perform data and error analysis to improve models, and clean and validate data for uniformity and accuracy
Application Deadline: 15/10/2020
Job Type: Full-time
Salary: ₹150,000.00 - ₹200,000.00 per month
Experience:
Data Science: 4 years (Preferred)
total work: 5 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
Lead Algorithm/Analytics Data Science,"Bengaluru, Karnataka",Reliance Jio Infocomm Limited,0,Organic,"Job Responsibilities :

Design and document functional and non-functional requirements
using detailed user stories and use cases for automated RF
Coverage Management and Performance Management on a GISCreate
algorithms to correlate varied data and derive meaningful
insights from themSets business rules and data sources required
to identify coverage issues before they occur using predictive
analytics and suggest the remedial action in an automated way in
the tool
Education Requirement :

BE/B. Tech
Experience Requirement :

16 - 20
Skills & Competencies :

# The person should have rich experience in Data Mining and
machine learning, Matlab, R, SAS, Python , Forecasting,
mathematical regression and neural networks, 2G/ 3G/ 4G mobile
wireless, data visualization on GIS Team Management, Problem
Solving, Stake Holder & Customer Management, Vendor Management,
Communication Management, Analytical, Conflict Resolution
Location Map : AI CoE,Bengaluru Avana Building,Karnataka"
Data Sciences - Senior Associate,"Bengaluru, Karnataka",TheMathCompany,0,Organic,"Job Description

We, at TheMathCompany, enable data analytics transformations for Fortune 500 organizations across the world. We enable our clients to build core capabilities that set them on a path to achieve analytics self-sufficiency.
Over the last three years, we have been consistently doubling in size year-on-year with 300 (and counting…) Data Scientists & Engineers, Consultants and Visualization experts
TheMathCompany has won multiple awards recognizing us as a global Data and Analytics firm – We ranked #23 in the Deloitte Technology Fast 500™ Asia Pacific 2019 and #2 in Deloitte Technology Fast 50™ India 2019.
35+ Fortune 500 Companies, from almost 10 different industries and countries, trust us to power their analytical transformation.
WHAT’S IN IT FOR YOU:
An exciting opportunity to be a part of the growth journey of one of the fastest growing AI & ML firms – scope for experimentation, the big & small victories, the learnings and everything in between
Our in-house learning and development cell - Co.ach, run by world-class data analytics experts, enables our folks to stay up to date with the latest trends and technologies
At TheMathCompany, we insist on a culture that provides us all with enough flexibility to accommodate our personal lives without compromising on the dream of building a great company
We are changing the way companies go about executing enterprise-wide data engineering and data science initiatives, and we’d love to have you grow with us on this journey
ROLE DESCRIPTION
As a Senior Associate, you will be responsible for the overall health of a client engagement. You will be challenged with a mix of technical as well as business strategy/planning problems. As a key member of the team, you will be expected to drive adoption of new technologies, tools and process improvements within the team to build world class analytical capabilities for customers.
The responsibilities are detailed as below:
Ability to work with business users to refine analytical requirements and breakdown/solve complex business problems
Staying connected with analytics industry trends in data, techniques, technologies and leveraging them to develop learning packages as well as evangelizing their use across teams
Depending on the client engagement, leading a team of analysts/associates and mentoring people in a fast paced, learning driven environment
Strong application knowledge of tools (R/SAS/Python/SPSS etc.)
Hands on experience in statistical techniques (Regression, Machine Learning, Classification, Time series, etc.)
Experience of working on analytics projects and initiatives with 5+ years of experience
REQUIRED QUALIFICATIONS
We are looking for individuals who are curious, excited about learning, and navigating through the uncertainties and complexities that are associated with a growing company. Some qualifications that we think would help you thrive in this role are:
Bachelor/Master of Engineering, BSc/MSc Honors, PhD or equivalent
5+ years’ experience of working on analytics projects and initiatives
PREFERRED QUALIFICATIONS
Understanding of software development methodologies (Agile essential), values, and procedures
Experience or certifications with visualization tools (Tableau/Qlik/PowerBI etc.)
Well versed with big data handling using Hadoop, etc.
Project management certifications: PMP/ CAPM/ CSM
Proficiency with Git"
Senior Data Scientist,"Bengaluru, Karnataka",Bewakoof,0,Organic,"Whats it About:
Can you understand the business reality and opportunities behind large sets of data, and develop meaningful data science solutions that unlock true and measurable incremental Customer Experience and Revenue improvement? Are you passionate about building and scaling data sciences for a leading fashion D2C brand in India? Bewakoof.com is looking for a senior data scientist who can create and deploy data product models that power a vast range of applications related to product ranking, recommendation and dynamic pricing based data products in the fashion domain.
Why Bewakoof?
Founded 8 years ago, Bewakoof is one of the largest Youth Fashion Brands in India. Started by 2 IIT Bombay alumni, its one of the fastest growing consumer brands in the country. The company has a revenue run-rate of 250crs, growing more than 100% Y-O-Y, and has managed to be the sole profitable player in the online shopping space in India. Serving 30,000 products daily, Bewakoof has sold over 1crore products till date, with a team-strength of 250 employees and a 1000-people workforce across manufacturing and warehousing. We plan to grow 10x in the next 4 years with a vision to create Indias largest Youth Fashion Brand, and this is your chance to be a part of our exciting journey!
Key Responsibilities:
Responsible for building data science models underpinning the core services of Bewakoof's platform, including product ranking, recommendation widgets, search, dynamic pricing and abuse prevention models.
Set up experiments to test business hypotheses; apply data analysis to monitor experimentation results and provide recommendations to business and stakeholders.
Use relevant statistical measures such as confidence intervals, significance of error measurements, development and evaluation data sets, etc. in data science projects.
Work closely with internal stakeholders like the business teams, engineering teams and partner teams and align them with respect to your focus area.
Innovate by adapting new modeling techniques and procedures.
Lead and mentor a team of data scientists and business analysts.
Must-Haves:
Atleast 2 years of Industry experience as a Data scientist in the internet consumer or ecommerce domain.
You should be able to do basic ETL in SQL, and possess expert level R or Python knowledge (Python+DS libraries, version control, etc.).
You have the ability to Improve product discovery by improving Search Product, Relevancy, Ranking and Recommendation algorithms.
You should have excellent business and communication skills to be able to work with business owners to develop and define key business questions and to build data sets that answer those questions.
You should be detail-oriented and must have an aptitude for solving unstructured problems. You should work in a self-directed environment, own tasks and drive them to completion.
Nice To Have:
Experience working with ElasticSearch (or related technologies like Solr or Lucene).
Experience in building and managing the data pipelines for Machine learning system.
Experience in managing AI models in Google/AWS platform.
Experience in working with Kubernetes environment, Kubeflow/pipeline.ai or similar tools.
Key Competencies:
Drive for results - Having an eye on the goal, taking personal accountability for results and getting things off the ground.
Execution excellence - Looking for ways to improve quality and processes, first time right outputs, structured and process oriented approach to work.
Organizational collaboration - Understanding formal and informal structures, navigating them deftly, leveraging this understanding to foster collaboration between teams for the greater good of the company.
Communicating effectively - Listening, structuring thought and conveying information with clarity and conviction.
Working well with others - Cooperation and working well with others, managing conflict, being tough when needed but in a constructive way.
Acting with honor and character - Openness and Transparency, being ethical and truthful in external as well as internal interactions."
Data Scientist,"Bengaluru, Karnataka",IQLECT,0,Organic,"Requirements
Should have good knowledge of statistics and machine learning techniques
Should able able to soft through data and extract the underlying patterns and insights which could be applied to solve the problem or add value
Should have good problem solving skills
Should have working knowledge or experience with tools such as R, Matlab etc
Should be able to convert high level goals into set of use cases or KPIs to be added to the solution to solve customer problem
Should be able to prepare datasets, tune params, select set of attributes etc to ensure the model trained solves the problem in efficient manner


Responsibilities
Selecting features, building and optimizing classifiers using machine learning techniques.
Data mining using state-of-the-art methods.
Extending company’s data with third party sources of information when needed.
Enhancing data collection procedures to include information that is relevant for building analytic systems.
Processing, cleansing, and verifying the integrity of data used for analysis.
Doing ad-hoc analysis and presenting results in a clear manner.
Creating automated anomaly detection systems and constant tracking of its performance


Skills and Qualifications
Excellent understanding of machine learning techniques and algorithms, such as Classification, regression, RF, CRF, SVM, Clustering, CNN, Neural network etc...
Experience with common data science toolkits, such as R, Matlab, Python related etc.
Experience with data visualisation tools, such as D3.js, GGplot, etc. to present the observation or solution in simple and consummabale manner on dashboard
Proficiency in using query languages such as R, SQL etc. Experience in Python is plus
Experience with various sdks like mitie, dib, stanford NLP, etc are preferred
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Understand the high level problem and provide set of solutions to solve it using machine learning or otherwise
We’re looking for someone with 5-8 years of experience manipulating data sets and building statistical models, has a Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field"
TTT - Power BI - Advanced Analyst,"Bengaluru, Karnataka",EY,0,Organic,"TAX TECHNOLOGY TRANSFORMATION (TTT) – TAX SENIOR

EY GDS’s Tax Innovation, Solutions and Technology (IST) group as well as the Tax Tech Transformation (TTT) team’s mission is to develop, implement and integrate technology solutions that better serve our clients and engagement teams. As a member of EY’s core Tax practice, you’ll develop a deep tax technical knowledge and outstanding database, data analytics and programming skills.

Ever-increasing regulations require tax departments to gather, organize and analyse more data than ever before. Often the data necessary to satisfy these ever-increasing and complex regulations must be collected from a variety of systems and departments throughout an organization. Effectively and efficiently handling the variety and volume of data is often extremely challenging and time consuming for a company.

The opportunity

EY's GDS IST and TTT team members work side-by-side with the firm's partners, clients and tax technical subject matter experts to develop and incorporate technology solutions that enhance value-add, improve efficiencies and enable our clients with disruptive and market leading tools supporting Tax.

GDS IST and TTT team works closely with clients and professionals in the following areas: Federal Business Tax Services, Partnership Compliance, Corporate Compliance, Indirect Tax Services, Human Capital, and Internal Tax Services. GDS Tax Technology provides solution architecture, application development, testing and maintenance support to the global TAX service line both on a pro-active basis and in response to specific requests.
Your key responsibilities
Design, development, testing and deployment of Power BI Dashboards
Structure ambiguous business problems and recommend visualization solutions
Leverage advanced Power BI functionality to create analytical dashboards
Develop a strong understanding of business requirements; working with business users/ business analysts to define technical and process requirements
Experience in Custom visuals and Groups Creation
Experience in Data Gateway for Data Refreshing, content Pack Library
Writing DAX and advanced measured in Power BI
Quickly understand a data management system from end to end
To be an SME on Power BI and a sound contributor delivering, standardizing, and organizing data for business uses
Responsible for effectively communicating with other team members and clients on project related information
Responsible for mentoring team members and counselling them

Skills and attributes for success
An overall experience between 2-4 years of which 2 years of hands on work experience with Power BI, up to date on the latest version and product capabilities, familiarity with UI designing
1 – 2 years of hands on experience with SQL, with demonstrated ability to derive insights through efficient SQL queries
Must possess good knowledge of SQL queries and scripts
2 years of hands on experience in developing Visualization reports and dashboards
Experienced working with PowerApps and Power Automate
To qualify for the role, you must have
Bachelors / Master’s degree in Science/ Engineering / MCA/ MBA
As Power BI professional you will be involved in designing, development, testing and deployment of Power BI Dashboards
Ideally, you’ll also have
Exposure to other BI tools (Spotfire, Tableau) would be good to have.
Strong verbal and written communications skills
What we look for
A Team of people with commercial acumen, technical experience and enthusiasm to learn new things in this fast-moving environment
An opportunity to be a part of market-leading, multi-disciplinary team of 1400 + professionals, in the only integrated global transaction business worldwide.
What working at EY offers

At EY, we’re dedicated to helping our clients, from start–ups to Fortune 500 companies — and the work we do with them is as varied as they are.
You get to work with inspiring and meaningful projects. Our focus is education and coaching alongside practical experience to ensure your personal development. We value our employees and you will be able to control your own development with an individual progression plan. You will quickly grow into a responsible role with challenging and stimulating assignments. Moreover, you will be part of an interdisciplinary environment that emphasizes high quality and knowledge exchange. Plus, we offer:

Support, coaching and feedback from some of the most engaging colleagues around
Opportunities to develop new skills and progress your career
The freedom and flexibility to handle your role in a way that’s right for you
About EY
As a global leader in assurance, tax, transaction and advisory services, we’re using the finance products, expertise and systems we’ve developed to build a better working world. That starts with a culture that believes in giving you the training, opportunities and creative freedom to make things better. Whenever you join, however long you stay, the exceptional EY experience lasts a lifetime. And with a commitment to hiring and developing the most passionate people, we’ll make our ambition to be the best employer by 2020 a reality."
Senior Data Scientist,"Bengaluru, Karnataka",Bewakoof,0,Organic,"Whats it About:
Can you understand the business reality and opportunities behind large sets of data, and develop meaningful data science solutions that unlock true and measurable incremental Customer Experience and Revenue improvement? Are you passionate about building and scaling data sciences for a leading fashion D2C brand in India? Bewakoof.com is looking for a senior data scientist who can create and deploy data product models that power a vast range of applications related to product ranking, recommendation and dynamic pricing based data products in the fashion domain.
Why Bewakoof?
Founded 8 years ago, Bewakoof is one of the largest Youth Fashion Brands in India. Started by 2 IIT Bombay alumni, its one of the fastest growing consumer brands in the country. The company has a revenue run-rate of 250crs, growing more than 100% Y-O-Y, and has managed to be the sole profitable player in the online shopping space in India. Serving 30,000 products daily, Bewakoof has sold over 1crore products till date, with a team-strength of 250 employees and a 1000-people workforce across manufacturing and warehousing. We plan to grow 10x in the next 4 years with a vision to create Indias largest Youth Fashion Brand, and this is your chance to be a part of our exciting journey!
Key Responsibilities:
Responsible for building data science models underpinning the core services of Bewakoof's platform, including product ranking, recommendation widgets, search, dynamic pricing and abuse prevention models.
Set up experiments to test business hypotheses; apply data analysis to monitor experimentation results and provide recommendations to business and stakeholders.
Use relevant statistical measures such as confidence intervals, significance of error measurements, development and evaluation data sets, etc. in data science projects.
Work closely with internal stakeholders like the business teams, engineering teams and partner teams and align them with respect to your focus area.
Innovate by adapting new modeling techniques and procedures.
Lead and mentor a team of data scientists and business analysts.
Must-Haves:
Atleast 2 years of Industry experience as a Data scientist in the internet consumer or ecommerce domain.
You should be able to do basic ETL in SQL, and possess expert level R or Python knowledge (Python+DS libraries, version control, etc.).
You have the ability to Improve product discovery by improving Search Product, Relevancy, Ranking and Recommendation algorithms.
You should have excellent business and communication skills to be able to work with business owners to develop and define key business questions and to build data sets that answer those questions.
You should be detail-oriented and must have an aptitude for solving unstructured problems. You should work in a self-directed environment, own tasks and drive them to completion.
Nice To Have:
Experience working with ElasticSearch (or related technologies like Solr or Lucene).
Experience in building and managing the data pipelines for Machine learning system.
Experience in managing AI models in Google/AWS platform.
Experience in working with Kubernetes environment, Kubeflow/pipeline.ai or similar tools.
Key Competencies:
Drive for results - Having an eye on the goal, taking personal accountability for results and getting things off the ground.
Execution excellence - Looking for ways to improve quality and processes, first time right outputs, structured and process oriented approach to work.
Organizational collaboration - Understanding formal and informal structures, navigating them deftly, leveraging this understanding to foster collaboration between teams for the greater good of the company.
Communicating effectively - Listening, structuring thought and conveying information with clarity and conviction.
Working well with others - Cooperation and working well with others, managing conflict, being tough when needed but in a constructive way.
Acting with honor and character - Openness and Transparency, being ethical and truthful in external as well as internal interactions."
Data Science Engineer,"Bengaluru, Karnataka",IntelliPredikt Technologies,0,Organic,"You can send your CV to careers@intellipredikt.com

Job_ID : IPTB_PE_102
Job Title: Data Science Engineer
Status: OPEN
Job Description: Data scientist is responsible for data exploration, machine learning, IP generation, anomaly detection/ prediction and data visualization of massive dataset using common tools.
Qualification: MS or PhD in Data Analytics areas
Experience: 1 to 5 years of experience in data analytic's for anomaly detection and prediction"
Clinical Data Analyst I,"Hyderabad, Telangana",Parexel,0,Organic,"Discover Parexel, a premier service provider for the global pharmaceutical industry that can offer you the opportunity to make a profound difference in millions of lives. You'll be immersed in diverse projects that keep you challenged every day, as well as surrounded by colleagues who share your passion and dedication. Bring life-saving treatments to the world with a Data Management job at Parexel. You'll collaborate with a diverse multi-functional team and use an array of technologies on global projects. In addition, our fast-paced environment will give you an opportunity to learn something new every day while you support the accurate collection, organization and analysis of clinical data on small and large studies. Achieve your personal and professional goals with a career in Data Management at Parexel. Our advancement opportunities, individual development and professional growth programs will inspire you to be your best each and every day. If you're a motivated team player, eager to make an impact within Parexel and in the world, join us.
Purpose:
The Clinical Data Analyst I (CDA I) shall perform all clinical data cleaning activities on assigned projects, commensurate with experience and/or project role. Further responsibilities shall include support on data processing activities and study level documents e.g. Protocol Deviation Specification, Data Validation specification, etc.

Key Accountabilities: Accountability Supporting Activities

Responsible for data cleaning and data review activities, e.g. query management

Support data processing activities from database setup to database lock, e.g. SAE reconciliation.

Perform user acceptance testing on study database setups.

Perform medical coding on small studies

Track and review CRFs. Support data entry where required.

Perform and or support the setup of DM documents and ensure proper documentation

Support functional QC activities and testing

Qualifications
Basic qualification of Bachelor of Pharmacy or Life sciences, BDS or a B.Sc.,

Personal skills that include:

Good interpersonal, oral and written communication skills Excellent learning ability
Work with integrity

Business / Operational skills that include:
Commitment to quality
Understanding of Global Data Operations tasks, specifically within Data Management and Database Programming and relevant data standards
Sound awareness of relevant regulations, including ICH-GCP, 21CRF11"
Data Scientist,India,Larsen & Toubro Infotech Limited,0,Organic,"Automate scoring using machine learning techniques, Build recommendation systems, Implement classifier, Develop internal A/B testing procedures, Build system for automated fraud detection and sending alerts and notifications, Sentiment Analysis , Text mining, Text Summarization Algorithms like : Word2vec,Doc2vec,LDA,Language parsing, Language Modeling. Machine Learning: Linear regression, Logistic regression, Feature engineering, Factor Analysis. Deep Learning: Tensorflow, Keras , ANN, CNN , RNN. Python/Java/R development experience: Object Oriented concepts, Generators, Decorators and Frameworks like: Bottle, Flask, Springboot Roles and Responsibility: Experience in text representation techniques (such as n-grams, bag of words, sentiment analysis etc), statistics and classification algorithms Training and evaluating models Use effective text representations to transform natural language into useful features Find and implement the right algorithms and tools for NLP tasks Develop NLP systems according to requirements Train the developed model and run evaluation experiments Perform statistical analysis of results and refine models Extend ML libraries and frameworks to apply in NLP tasks, Hands-on experience in Cloudera Data Science Workbench and Hadoop components like Spark ML is preferred"
Lead Data Scientist,"Bengaluru, Karnataka",SNC-Lavalin,0,Organic,"Background
SNC-Lavalin is going through an exciting period of change. A Canadian listed engineering and construction firm acquired the UK engineering consultancy Atkins in July 2017, bringing with it a great opportunity to re-position the SNC-Lavalin brand in the eyes of our markets and ahead of our competitors. The combined group now has approximately 50,000 employees around the world and both Atkins and SNC-L’s offerings combined give us the opportunity to continue our growth. The future of engineering and construction is in the greater use of data, combined with technologies to deliver our services more efficiently and bring different offerings to our clients. From apps, virtual reality and artificial intelligence, to mobility as a service and digital asset management, we are combining our traditional engineering skills with technology to fundamentally change the way we do things.
Atkins is part of the SNC Lavalin Group of companies, the delivery of its Digital and Data Services is via a function called IT Services which is organised as a global operation with significant presence in India. IT Services has developed an operating model to revolutionise the way IT services are provided to the company, moving from a ‘Business as Usual’ focus to an organisation driven by Business Value. Key concepts include: transitioning to digital products, adopting agile delivery approaches across the organisation, leveraging cloud services, and applying focus to supporting company project bids and delivery. The Digital Transformation is delivered through strategic initiatives which will be powered by Connected Data Ecosystem.
Job Details
Purpose of the Role:
This role is for a Lead Data Scientist to join our Data Intelligence and Technology Services team. We create state of art machine learning models to help business deliver high value, smart and market differentiating engineering products and services. The focus of our team is not just providing insight for executives to make decisions, rather working on innovative algorithms and models that make intelligent, automated, decisions in real time, millions of times a day. To achieve that we collaborate with the engineering, sales, commercial and technology teams. We take pride in solving real problem that touch daily lives of people
You'll dive into cutting edge machine learning models, experiment and apply new ones, and apply analytics at scale to impact the business.
Use the latest cloud and data technologies to train and deploy machine learning models at scale.
You’re expected to keep abreast of the latest data science industry developments and coach the data scientist in the team and globally on them.
You will help the business in setting up data science capabilities with right practises like ML/Ops and Model Lifecycle Management in place.
You propose analytics strategies and solutions that challenge and expand the thinking of everyone around you.
You're passionate about asking and answering questions in large datasets, and you can communicate that with passion.
You have a keen desire to solve problems and live to find patterns and insights within structured and unstructured data.
You're looking for a role with diverse learning opportunities, growing and having fun while at it.
Key Deliverables/Responsibilities
Use data analysis techniques to deliver quick working prototypes to prove hypothesis by building statistical models using a range of tools including Python, Spark and R.
Understand data requirements for a product lifecycle by working closely with Product Managers and Solution Architects.
Use cutting edge visualisations to enable our business/Clients to better explore the patterns and trends hidden within our data.
Evaluate and apply machine learning algorithms on data to create models.
Work collaboratively with data engineers and software engineers to deliver product solutions and/or prototypes.
Help the data science team to achieve their potential through active technical leadership.
Advise clients, technical and business teams located globally to accelerate adoption of data science to improve their operations.
Experience Required
Essential
5-10 years of experience as Data Scientist in leadership role for at least 2 year.
Strong grasp of numbers, statistics, mathematical concepts, and algorithms. Ideally with a degree at a Masters level.
Experience of implementing Model Cycle Management/ML-Ops for a multiple experiment.
Experience of managing/mentoring team of data scientists.
Knowledge of data structures, relational data, and big data platforms.
Experience of handling unstructured data like images, point cloud, text etc.
Demonstrate experience and understanding of Machine Learning, e.g.: linear/logistics regression, random forest, SVM, neural networks, etc.
Proficiency with Python.
Proficiency with machine and deep learning frameworks such as TensorFlow, Keras.
Experience with techniques to retrieve actionable feature insight from deep neural networks.
Experience developing solutions on cloud.
Desirable
Oil and Gas, utility, Telecoms or construction sector experience.
Contribution to industry/open source communities.
Experience of working within a multi-cultural, global environment.
Experience of working in a fast moving and changing environment.
Experience with NLP and linguistic approaches for retrieval, interpretation, and pushing of insight from scientific literature.
Behavioural Competencies
We’re bold…
We use our curiosity, innovation and creativity to solve problems in cool ways
We’re proactive…
We seek out opportunities, and really listen to our customers’ problems
We work together in a dynamic and agile way to make change happen quickly
We’re experimenters …
We’re not afraid to try different ways of doing things
We’re champions for new ideas and tools
We're trusted...
Building close, trusted partnerships really matters to us
We share our knowledge and work in a collaborative way, joining together for the best results
We expect our employees to commit to our values:"
Senior Programmer - Data Science,"Bengaluru, Karnataka",Flutura Decision Sciences & Analytics,0,Organic,"How will you create an impact within Flutura?
You will play an important role in helping us to continuously improve our products and business decisions with your strong problem-solving ability and knack for statistical analysis.
You will be challenged to
Building a Data Science Framework designed to handle large volume data sets
Data Exploration and Statistical Inferences on datasets, Storytelling to communicate insights and findings in a simplified way
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Develop custom data models and algorithms to apply to data sets.
Effective multitasking and delivery on time with quality
Provide timely communications on significant issues or developments
Work with cross functional teams for assessing data science use cases and product market fitment
Act as a technical liaison between customers and the engineering teams and provide improvement feedback.
The core competency you should possess
Technical/Functional Skills:
eating and executing ETL jobs in Cloud Environment like AWS, IBM Cloud
Validatin
2-5 years of total experience with recent & relevant experience as a data scientist
Solid understanding of Statistics, Machine Learning, Deep Learning and Artificial Intelligence Technologies
Experience using statistical computer languages (R, Python, SLQ, etc.)
Hand on Experience in Time Series Forecasting using LSTM, RNN
Experience crg, Scaling and Deploying Models in Production Environment
Experience with SQL and NoSQL databases
Desired Characteristics:
Strong oral and written communication skills
Strong interpersonal and leadership skills
Ability to influence others and lead small teams
Lead initiatives of moderate scope and impact
Ability to coordinate several projects simultaneously
Effective problem identification and solution skills
Proven analytical and organizational ability
Education:
Qualification: BE/B.Tech, ME/M.Tech, MS, MCA (with an aggregate of 75% and above)
Stream (Preferable): Computer Science, Data Science, Mathematics or similar field
Perks of Partnering with Flutura
An opportunity to work on the world's most respectable IIOT platform Cerebra™
Opportunity to explore and experiment with your ideas to develop features for a product
A young and vibrant work culture and team
Freedom to upskill your talents with latest technologies
Expected Start Date: 2/11/2020
Job Type: Full-time
Experience:
total work: 2 years (Required)"
