Title,Location,Company,Salary,Sponsored,Description
Web Designer & Developer,"Mumbai, Maharashtra",Nebula Interactive,"₹25,000 a month",Organic,"We are a fast-growing digital marketing company, We are looking for a website developer, Who know's
- Opencart Framework
- HTML Framework
if She/He knows WordPress that will add on
Also well versed with website customization & database creation
Job Type: Full-time
Salary: Up to ₹25,000.00 per month
Schedule:
Day shift
Experience:
Website Development : 1 year (Required)
Work Remotely:
Temporarily due to COVID-19"
Web Designer / UI Developer,"Chennai, Tamil Nadu",INDLEADS CARES,"₹15,000 a month",Organic,"Web Designer / UI Developer
Job description
Responsibilities
Creative knowledge in Designing
Should be young self-motivated with prior experience in Web Design
Must be an excellent and creative team-player with strong time-management
Contribute to different projects, either independently or with your team
Good communication and must be a disciplined person
To share information, ideas, and best practice with other team members
Requirements
Design and Developing Mobile Websites.
Creative web design analysis of new web site features
Use proper coding standards deliver bug-free codes
RoleWeb Designer
Industry TypeIT-Software, Software Services
Functional AreaDesign, Creative, User Experience
Employment TypeFull Time, Permanent
Role CategoryCreative
Job Type: Full-time
Salary: From ₹15,000.00 per month
Schedule:
Morning shift
Supplemental Pay:
Commission pay
Joining bonus
Overtime pay
Performance bonus
Quarterly bonus
Shift allowance
Yearly bonus
Experience:
5: 1 year (Preferred)
Licence:
Magneto (Preferred)"
Web Designer / Developer,"Trichur, Kerala",AVAN Technologies,"₹8,000 - ₹15,000 a month",Organic,"We are looking for dynamic, young individuals who have a passion for design and take pride in producing high-quality website. Candidate should have working knowledge of HTML, CSS, Javascript, Jquery, Bootstrap, PHP, MySql, WordPress, Photoshop etc
If you have studied web design and wish to work in new media, meet us. We work with global companies and build their marketing communication on the web and mobile. We build websites, mobile apps and more.Work with the latest web design techniques and trends under able leadership.
Application Deadline: 31/10/2020
Job Types: Full-time, Internship, Fresher
Salary: ₹8,000.00 - ₹15,000.00 per month
Experience:
Web Designing: 1 year (Preferred)
PHP: 1 year (Preferred)
Work Remotely:
No"
Web Designer and Developer - Fresher/Internship ( Female ),"New Delhi, Delhi",Hr Media Creations,0,Organic,"We are looking for dynamic, young individuals who have a passion for design and take pride in producing high-quality website. Candidate should have working knowledge of HTML, CSS, Javascript, Jquery, Bootstrap, PHP, MySql, WordPress, Photoshop etc
If you have studied web design and wish to work in new media, meet us. We work with global companies and build their marketing communication on the web and mobile. We build websites, mobile apps and more.Work with the latest web design techniques and trends under able leadership.
Application Deadline: 31/10/2020
Job Types: Full-time, Internship, Fresher
Salary: ₹8,000.00 - ₹15,000.00 per month
Experience:
Web Designing: 1 year (Preferred)
PHP: 1 year (Preferred)
Work Remotely:
No"
Frontend Developer,"Bengaluru, Karnataka",Milestone Inc.,0,Organic,"We are looking for dynamic, young individuals who have a passion for design and take pride in producing high-quality website. Candidate should have working knowledge of HTML, CSS, Javascript, Jquery, Bootstrap, PHP, MySql, WordPress, Photoshop etc
If you have studied web design and wish to work in new media, meet us. We work with global companies and build their marketing communication on the web and mobile. We build websites, mobile apps and more.Work with the latest web design techniques and trends under able leadership.
Application Deadline: 31/10/2020
Job Types: Full-time, Internship, Fresher
Salary: ₹8,000.00 - ₹15,000.00 per month
Experience:
Web Designing: 1 year (Preferred)
PHP: 1 year (Preferred)
Work Remotely:
No"
Front End Development part time job/internship at Pune,"Pune, Maharashtra",SkillBit,"₹5,000 a month",Organic,"About the company:
SkillBit is a leading staffing and recruitment company engaged in talent searching assignments for skilled and talented candidates for the industry.
About the internship/job:
Selected intern's day-to-day responsibilities include: 1. Design front end for websites 2. Use markup languages like HTML to create user-friendly web pages 3. Collaborate with back-end developers and web designers to improve usability 4. Create quality mockups and prototypes
Who can apply:
Only those students or freshers can apply who:
are available for the part time job/internship (it may be part time in-office or part time at home/work from home online)
have relevant skills and interests
can start the part time job/internship between 9th Oct'20 and 13th Nov'20
are available for duration of 1 month
have already graduated or are currently in any year of study
Females willing to start/restart their career may also apply
Number of internships/jobs available: 5
Categories: Front End Development,Web Development,Computer Science,Engineering"
Web Designer & Developer,"Laxmi Nagar, Delhi, Delhi",AYTIS CLOUD SOLUTIONS PRIVATE LIMITED,"₹10,000 - ₹16,000 a month",Organic,"The candidate should be able to design web pages in HTML, CSS, and Javascript. The candidate should be able to create visually appealing web pages or interfaces. He should be experienced with development languages of HTML, CSS and JavaScript/jQuery, Bootstrap.
Responsibilities and Duties
Ability to do development independently.
Proficient in HTML, HTML5, CSS and CSS3.
Proficient in Bootstrap CSS Framework or Foundation CSS.
Proficient in Javascript/Jquery.
Proficient in Understanding CMS.
Good Knowledge of Photoshop and Adobe Illustrator(or any other vector tool).
Intermediate knowledge of UI/UX.
Converting GUI in HTML Based Mockups(PSD/AI to HTML Conversion).
Job Type: Walk-In
Salary: ₹10,000.00 - ₹16,000.00 per month
Experience:
web designing: 1 year (Required)
CSS: 1 year (Required)
HTML: 1 year (Required)
Education:
Bachelor's (Required)
Work Remotely:
Yes"
Front End (HTML/CSS) Developers,"Ahmedabad, Gujarat",Ommune IT Solutions,0,Organic,"The candidate should be able to design web pages in HTML, CSS, and Javascript. The candidate should be able to create visually appealing web pages or interfaces. He should be experienced with development languages of HTML, CSS and JavaScript/jQuery, Bootstrap.
Responsibilities and Duties
Ability to do development independently.
Proficient in HTML, HTML5, CSS and CSS3.
Proficient in Bootstrap CSS Framework or Foundation CSS.
Proficient in Javascript/Jquery.
Proficient in Understanding CMS.
Good Knowledge of Photoshop and Adobe Illustrator(or any other vector tool).
Intermediate knowledge of UI/UX.
Converting GUI in HTML Based Mockups(PSD/AI to HTML Conversion).
Job Type: Walk-In
Salary: ₹10,000.00 - ₹16,000.00 per month
Experience:
web designing: 1 year (Required)
CSS: 1 year (Required)
HTML: 1 year (Required)
Education:
Bachelor's (Required)
Work Remotely:
Yes"
Web Developer,Gujarat,Logistic Infotech,0,Organic,"The candidate should be able to design web pages in HTML, CSS, and Javascript. The candidate should be able to create visually appealing web pages or interfaces. He should be experienced with development languages of HTML, CSS and JavaScript/jQuery, Bootstrap.
Responsibilities and Duties
Ability to do development independently.
Proficient in HTML, HTML5, CSS and CSS3.
Proficient in Bootstrap CSS Framework or Foundation CSS.
Proficient in Javascript/Jquery.
Proficient in Understanding CMS.
Good Knowledge of Photoshop and Adobe Illustrator(or any other vector tool).
Intermediate knowledge of UI/UX.
Converting GUI in HTML Based Mockups(PSD/AI to HTML Conversion).
Job Type: Walk-In
Salary: ₹10,000.00 - ₹16,000.00 per month
Experience:
web designing: 1 year (Required)
CSS: 1 year (Required)
HTML: 1 year (Required)
Education:
Bachelor's (Required)
Work Remotely:
Yes"
Frontend Web Developer,"Gurgaon, Haryana",Fabulous Media Pvt Ltd,"₹20,000 - ₹35,000 a month",Organic,"Congratulations, as we initiate a process to understand whether YOU as individual and we as an organisation are complementary and can achieve something big together.

Experience:
1-3 years

Responsibilities:
Designing and updating websites, HTML/CSS, Wordpress
Planning websites and web applications layouts/ sitemaps/ modules.
Be adaptable and able to pick up new techniques
Desired Skills: Bootstrap, Angular JS, Jquery, JavaScript, and Web Graphics.
Having creativity and imagination.
Good knowledge of web design software, Photoshop, DREAMWEAVER, HTML5, XHTML, HTML, CSS3, CSS2.
Knowledge of Angular would be an advantage.
A flexible approach and ability to adapt Ability to work under own initiative Possess a positive attitude towards work and life.
Requirements:
Excellent command over English (Written & Verbal).
Excellent interpersonal and presentation skills
Ability to multitask
Excellent time management skills
Ability to work independently as well as in partnership with team"
Frontend Developer (Web Designer),"Andheri, Mumbai, Maharashtra",Alfo,0,Organic,"Congratulations, as we initiate a process to understand whether YOU as individual and we as an organisation are complementary and can achieve something big together.

Experience:
1-3 years

Responsibilities:
Designing and updating websites, HTML/CSS, Wordpress
Planning websites and web applications layouts/ sitemaps/ modules.
Be adaptable and able to pick up new techniques
Desired Skills: Bootstrap, Angular JS, Jquery, JavaScript, and Web Graphics.
Having creativity and imagination.
Good knowledge of web design software, Photoshop, DREAMWEAVER, HTML5, XHTML, HTML, CSS3, CSS2.
Knowledge of Angular would be an advantage.
A flexible approach and ability to adapt Ability to work under own initiative Possess a positive attitude towards work and life.
Requirements:
Excellent command over English (Written & Verbal).
Excellent interpersonal and presentation skills
Ability to multitask
Excellent time management skills
Ability to work independently as well as in partnership with team"
